,id,i,rtt,loss,congestion,noise,changepoint,ddos
254612,24,0,17.379,0,1,0,1,1
254613,24,0,0.0,1,0,0,0,1
254614,24,0,20.0,0,1,0,1,1
254615,24,0,568.0,0,0,1,1,0
254616,24,1,19.181,0,1,0,1,1
254617,24,1,0.0,1,0,0,0,1
254618,24,1,17.0,0,1,0,1,1
254619,24,1,583.0,0,0,1,1,0
254620,24,2,22.743,0,1,0,1,1
254621,24,2,0.0,1,0,0,0,1
254622,24,2,14.0,0,1,0,1,1
254623,24,2,608.0,0,0,1,1,0
254624,24,3,16.934,0,1,0,1,1
254625,24,3,0.0,1,0,0,0,1
254626,24,3,22.0,0,1,0,1,1
254627,24,3,570.0,0,0,1,1,0
254628,24,4,13.639,0,0,0,1,0
254629,24,4,0.0,1,0,0,0,1
254630,24,4,18.0,0,1,0,1,1
254631,24,4,619.0,0,0,1,1,0
254632,24,5,18.739,0,1,0,1,1
254633,24,5,0.0,1,0,0,0,1
254634,24,5,15.0,0,1,0,1,1
254635,24,5,568.0,0,0,1,1,0
254636,24,6,14.838,0,1,0,1,1
254637,24,6,0.0,1,0,0,0,1
254638,24,6,19.0,0,1,0,1,1
254639,24,6,563.0,0,0,1,1,0
254640,24,7,13.071,0,0,0,1,0
254641,24,7,0.0,1,0,0,0,1
254642,24,7,15.0,0,1,0,1,1
254643,24,7,582.0,0,0,1,1,0
254644,24,8,17.892,0,1,0,1,1
254645,24,8,0.0,1,0,0,0,1
254646,24,8,16.0,0,1,0,1,1
254647,24,8,571.0,0,0,1,1,0
254648,24,9,18.47,0,1,0,1,1
254649,24,9,0.0,1,0,0,0,1
254650,24,9,24.0,0,1,0,1,1
254651,24,9,598.0,0,0,1,1,0
254652,24,10,14.966,0,1,0,1,1
254653,24,10,0.0,1,0,0,0,1
254654,24,10,17.0,0,1,0,1,1
254655,24,10,619.0,0,0,1,1,0
254656,24,11,10.845999999999998,0,0,0,1,0
254657,24,11,0.0,1,0,0,0,1
254658,24,11,18.0,0,1,0,1,1
254659,24,11,575.0,0,0,1,1,0
254660,24,12,11.598,0,0,0,1,0
254661,24,12,0.0,1,0,0,0,1
254662,24,12,17.0,0,1,0,1,1
254663,24,12,546.0,0,0,1,1,0
254664,24,13,12.213,0,0,0,1,0
254665,24,13,0.0,1,0,0,0,1
254666,24,13,15.0,0,1,0,1,1
254667,24,13,536.0,0,0,1,1,0
254668,24,14,15.728,0,1,0,1,1
254669,24,14,0.0,1,0,0,0,1
254670,24,14,20.0,0,1,0,1,1
254671,24,14,622.0,0,0,1,1,0
254672,24,15,10.593,0,0,0,1,0
254673,24,15,0.0,1,0,0,0,1
254674,24,15,16.0,0,1,0,1,1
254675,24,15,541.0,0,0,1,1,0
254676,24,16,18.669,0,1,0,1,1
254677,24,16,0.0,1,0,0,0,1
254678,24,16,19.0,0,1,0,1,1
254679,24,16,599.0,0,0,1,1,0
254680,24,17,15.747,0,1,0,1,1
254681,24,17,0.0,1,0,0,0,1
254682,24,17,23.0,0,1,0,1,1
254683,24,17,553.0,0,0,1,1,0
254684,24,18,10.592,0,0,0,1,0
254685,24,18,0.0,1,0,0,0,1
254686,24,18,17.0,0,1,0,1,1
254687,24,18,613.0,0,0,1,1,0
254688,24,19,11.531,0,0,0,1,0
254689,24,19,0.0,1,0,0,0,1
254690,24,19,17.0,0,1,0,1,1
254691,24,19,551.0,0,0,1,1,0
254692,24,20,10.333,0,0,0,1,0
254693,24,20,0.0,1,0,0,0,1
254694,24,20,23.0,0,1,0,1,1
254695,24,20,610.0,0,0,1,1,0
254696,24,21,12.4,0,0,0,1,0
254697,24,21,0.0,1,0,0,0,1
254698,24,21,21.0,0,1,0,1,1
254699,24,21,543.0,0,0,1,1,0
254700,24,22,10.644,0,0,0,1,0
254701,24,22,0.0,1,0,0,0,1
254702,24,22,22.0,0,1,0,1,1
254703,24,22,615.0,0,0,1,1,0
254704,24,23,11.504,0,0,0,1,0
254705,24,23,0.0,1,0,0,0,1
254706,24,23,16.0,0,1,0,1,1
254707,24,23,537.0,0,0,1,1,0
254708,24,24,14.76,0,1,0,1,1
254709,24,24,0.0,1,0,0,0,1
254710,24,24,15.0,0,1,0,1,1
254711,24,24,615.0,0,0,1,1,0
254712,24,25,14.696,0,1,0,1,1
254713,24,25,0.0,1,0,0,0,1
254714,24,25,21.0,0,1,0,1,1
254715,24,25,536.0,0,0,1,1,0
254716,24,26,12.903,0,0,0,1,0
254717,24,26,0.0,1,0,0,0,1
254718,24,26,19.0,0,1,0,1,1
254719,24,26,554.0,0,0,1,1,0
254720,24,27,12.741,0,0,0,1,0
254721,24,27,0.0,1,0,0,0,1
254722,24,27,22.0,0,1,0,1,1
254723,24,27,593.0,0,0,1,1,0
254724,24,28,18.452,0,1,0,1,1
254725,24,28,0.0,1,0,0,0,1
254726,24,28,17.0,0,1,0,1,1
254727,24,28,537.0,0,0,1,1,0
254728,24,29,13.643,0,0,0,1,0
254729,24,29,0.0,1,0,0,0,1
254730,24,29,15.0,0,1,0,1,1
254731,24,29,557.0,0,0,1,1,0
254732,24,30,23.16,0,1,0,1,1
254733,24,30,0.0,1,0,0,0,1
254734,24,30,17.0,0,1,0,1,1
254735,24,30,580.0,0,0,1,1,0
254736,24,31,13.379,0,0,0,1,0
254737,24,31,0.0,1,0,0,0,1
254738,24,31,23.0,0,1,0,1,1
254739,24,31,581.0,0,0,1,1,0
254740,24,32,14.445,0,0,0,1,0
254741,24,32,0.0,1,0,0,0,1
254742,24,32,14.0,0,1,0,1,1
254743,24,32,526.0,0,0,1,1,0
254744,24,33,13.343,0,0,0,1,0
254745,24,33,0.0,1,0,0,0,1
254746,24,33,16.0,0,1,0,1,1
254747,24,33,580.0,0,0,1,1,0
254748,24,34,13.208,0,0,0,1,0
254749,24,34,0.0,1,0,0,0,1
254750,24,34,24.0,0,1,0,1,1
254751,24,34,597.0,0,0,1,1,0
254752,24,35,15.933,0,1,0,1,1
254753,24,35,0.0,1,0,0,0,1
254754,24,35,16.0,0,1,0,1,1
254755,24,35,616.0,0,0,1,1,0
254756,24,36,38.033,0,0,1,1,0
254757,24,36,0.0,1,0,0,0,1
254758,24,36,17.0,0,1,0,1,1
254759,24,36,540.0,0,0,1,1,0
254760,24,37,11.076,0,0,0,1,0
254761,24,37,0.0,1,0,0,0,1
254762,24,37,21.0,0,1,0,1,1
254763,24,37,607.0,0,0,1,1,0
254764,24,38,10.685,0,0,0,1,0
254765,24,38,0.0,1,0,0,0,1
254766,24,38,24.0,0,1,0,1,1
254767,24,38,570.0,0,0,1,1,0
254768,24,39,15.711,0,1,0,1,1
254769,24,39,0.0,1,0,0,0,1
254770,24,39,14.0,0,1,0,1,1
254771,24,39,579.0,0,0,1,1,0
254772,24,40,17.814,0,1,0,1,1
254773,24,40,0.0,1,0,0,0,1
254774,24,40,18.0,0,1,0,1,1
254775,24,40,603.0,0,0,1,1,0
254776,24,41,11.591,0,0,0,1,0
254777,24,41,0.0,1,0,0,0,1
254778,24,41,17.0,0,1,0,1,1
254779,24,41,612.0,0,0,1,1,0
254780,24,42,13.255999999999998,0,0,0,1,0
254781,24,42,0.0,1,0,0,0,1
254782,24,42,21.0,0,1,0,1,1
254783,24,42,611.0,0,0,1,1,0
254784,24,43,13.088,0,0,0,1,0
254785,24,43,0.0,1,0,0,0,1
254786,24,43,14.0,0,1,0,1,1
254787,24,43,623.0,0,0,1,1,0
254788,24,44,13.115,0,0,0,1,0
254789,24,44,0.0,1,0,0,0,1
254790,24,44,21.0,0,1,0,1,1
254791,24,44,550.0,0,0,1,1,0
254792,24,45,13.696,0,0,0,1,0
254793,24,45,0.0,1,0,0,0,1
254794,24,45,16.0,0,1,0,1,1
254795,24,45,603.0,0,0,1,1,0
254796,24,46,13.152,0,0,0,1,0
254797,24,46,0.0,1,0,0,0,1
254798,24,46,24.0,0,1,0,1,1
254799,24,46,596.0,0,0,1,1,0
254800,24,47,14.436,0,0,0,1,0
254801,24,47,0.0,1,0,0,0,1
254802,24,47,18.0,0,1,0,1,1
254803,24,47,539.0,0,0,1,1,0
254804,24,48,13.534,0,0,0,1,0
254805,24,48,0.0,1,0,0,0,1
254806,24,48,18.0,0,1,0,1,1
254807,24,48,596.0,0,0,1,1,0
254808,24,49,11.159,0,0,0,1,0
254809,24,49,0.0,1,0,0,0,1
254810,24,49,16.0,0,1,0,1,1
254811,24,49,528.0,0,0,1,1,0
254812,24,50,10.507,0,0,0,1,0
254813,24,50,0.0,1,0,0,0,1
254814,24,50,14.0,0,1,0,1,1
254815,24,50,549.0,0,0,1,1,0
254816,24,51,14.007,0,0,0,1,0
254817,24,51,0.0,1,0,0,0,1
254818,24,51,16.0,0,1,0,1,1
254819,24,51,532.0,0,0,1,1,0
254820,24,52,11.376,0,0,0,1,0
254821,24,52,0.0,1,0,0,0,1
254822,24,52,14.0,0,1,0,1,1
254823,24,52,541.0,0,0,1,1,0
254824,24,53,14.563,0,0,0,1,0
254825,24,53,0.0,1,0,0,0,1
254826,24,53,19.0,0,1,0,1,1
254827,24,53,530.0,0,0,1,1,0
254828,24,54,12.229,0,0,0,1,0
254829,24,54,0.0,1,0,0,0,1
254830,24,54,20.0,0,1,0,1,1
254831,24,54,525.0,0,0,1,1,0
254832,24,55,12.636,0,0,0,1,0
254833,24,55,0.0,1,0,0,0,1
254834,24,55,16.0,0,1,0,1,1
254835,24,55,576.0,0,0,1,1,0
254836,24,56,17.875,0,1,0,1,1
254837,24,56,0.0,1,0,0,0,1
254838,24,56,22.0,0,1,0,1,1
254839,24,56,603.0,0,0,1,1,0
254840,24,57,10.909,0,0,0,1,0
254841,24,57,0.0,1,0,0,0,1
254842,24,57,21.0,0,1,0,1,1
254843,24,57,608.0,0,0,1,1,0
254844,24,58,22.776,0,1,0,1,1
254845,24,58,0.0,1,0,0,0,1
254846,24,58,23.0,0,1,0,1,1
254847,24,58,602.0,0,0,1,1,0
254848,24,59,18.677,0,1,0,1,1
254849,24,59,0.0,1,0,0,0,1
254850,24,59,20.0,0,1,0,1,1
254851,24,59,540.0,0,0,1,1,0
254852,24,60,12.794,0,0,0,1,0
254853,24,60,0.0,1,0,0,0,1
