,id,i,rtt,loss,congestion,noise,changepoint,ddos
240960,23,0,70.531,0,0,0,1,0
240961,23,0,0.0,1,0,0,1,1
240962,23,0,107.0,0,1,0,1,1
240963,23,0,728.0,0,0,1,1,0
240964,23,1,70.373,0,0,0,1,0
240965,23,1,0.0,1,0,0,1,1
240966,23,1,107.0,0,1,0,1,1
240967,23,1,954.0,0,0,1,1,0
240968,23,2,75.932,0,0,0,1,0
240969,23,2,0.0,1,0,0,1,1
240970,23,2,110.0,0,1,0,1,1
240971,23,2,1055.0,0,0,1,1,0
240972,23,3,70.545,0,0,0,1,0
240973,23,3,0.0,1,0,0,1,1
240974,23,3,85.0,0,1,0,1,1
240975,23,3,954.0,0,0,1,1,0
240976,23,4,82.803,0,0,0,1,0
240977,23,4,0.0,1,0,0,1,1
240978,23,4,93.0,0,1,0,1,1
240979,23,4,770.0,0,0,1,1,0
240980,23,5,69.65899999999999,0,0,0,1,0
240981,23,5,0.0,1,0,0,1,1
240982,23,5,105.0,0,1,0,1,1
240983,23,5,942.0,0,0,1,1,0
240984,23,6,71.203,0,0,0,1,0
240985,23,6,0.0,1,0,0,1,1
240986,23,6,107.0,0,1,0,1,1
240987,23,6,713.0,0,0,1,1,0
240988,23,7,74.339,0,0,0,1,0
240989,23,7,0.0,1,0,0,1,1
240990,23,7,103.0,0,1,0,1,1
240991,23,7,775.0,0,0,1,1,0
240992,23,8,77.553,0,0,0,1,0
240993,23,8,0.0,1,0,0,1,1
240994,23,8,102.0,0,1,0,1,1
240995,23,8,772.0,0,0,1,1,0
240996,23,9,70.494,0,0,0,1,0
240997,23,9,0.0,1,0,0,1,1
240998,23,9,103.0,0,1,0,1,1
240999,23,9,828.0,0,0,1,1,0
241000,23,10,73.503,0,0,0,1,0
241001,23,10,0.0,1,0,0,1,1
241002,23,10,86.0,0,1,0,1,1
241003,23,10,851.0,0,0,1,1,0
241004,23,11,78.642,0,0,0,1,0
241005,23,11,0.0,1,0,0,1,1
241006,23,11,100.0,0,1,0,1,1
241007,23,11,1028.0,0,0,1,1,0
241008,23,12,69.22399999999999,0,0,0,1,0
241009,23,12,0.0,1,0,0,1,1
241010,23,12,91.0,0,1,0,1,1
241011,23,12,908.0,0,0,1,1,0
241012,23,13,75.41,0,0,0,1,0
241013,23,13,0.0,1,0,0,1,1
241014,23,13,89.0,0,1,0,1,1
241015,23,13,640.0,0,0,1,1,0
241016,23,14,71.718,0,0,0,1,0
241017,23,14,0.0,1,0,0,1,1
241018,23,14,85.0,0,1,0,1,1
241019,23,14,724.0,0,0,1,1,0
241020,23,15,75.808,0,0,0,1,0
241021,23,15,0.0,1,0,0,1,1
241022,23,15,106.0,0,1,0,1,1
241023,23,15,990.0,0,0,1,1,0
241024,23,16,73.094,0,0,0,1,0
241025,23,16,0.0,1,0,0,1,1
241026,23,16,84.0,0,1,0,1,1
241027,23,16,991.0,0,0,1,1,0
241028,23,17,70.456,0,0,0,1,0
241029,23,17,0.0,1,0,0,1,1
241030,23,17,107.0,0,1,0,1,1
241031,23,17,805.0,0,0,1,1,0
241032,23,18,68.377,0,0,0,1,0
241033,23,18,0.0,1,0,0,1,1
241034,23,18,97.0,0,1,0,1,1
241035,23,18,731.0,0,0,1,1,0
241036,23,19,68.707,0,0,0,1,0
241037,23,19,0.0,1,0,0,1,1
241038,23,19,88.0,0,1,0,1,1
241039,23,19,755.0,0,0,1,1,0
241040,23,20,68.52199999999999,0,0,0,1,0
241041,23,20,0.0,1,0,0,1,1
241042,23,20,85.0,0,1,0,1,1
241043,23,20,681.0,0,0,1,1,0
241044,23,21,69.32,0,0,0,1,0
241045,23,21,0.0,1,0,0,1,1
241046,23,21,92.0,0,1,0,1,1
241047,23,21,725.0,0,0,1,1,0
241048,23,22,67.125,0,0,0,1,0
241049,23,22,0.0,1,0,0,1,1
241050,23,22,85.0,0,1,0,1,1
241051,23,22,665.0,0,0,1,1,0
241052,23,23,68.669,0,0,0,1,0
241053,23,23,0.0,1,0,0,1,1
241054,23,23,105.0,0,1,0,1,1
241055,23,23,758.0,0,0,1,1,0
241056,23,24,71.413,0,0,0,1,0
241057,23,24,0.0,1,0,0,1,1
241058,23,24,83.0,0,1,0,1,1
241059,23,24,652.0,0,0,1,1,0
241060,23,25,69.235,0,0,0,1,0
241061,23,25,0.0,1,0,0,1,1
241062,23,25,95.0,0,1,0,1,1
241063,23,25,618.0,0,0,1,1,0
241064,23,26,67.59100000000001,0,0,0,1,0
241065,23,26,0.0,1,0,0,1,1
241066,23,26,106.0,0,1,0,1,1
241067,23,26,888.0,0,0,1,1,0
241068,23,27,68.668,0,0,0,1,0
241069,23,27,0.0,1,0,0,1,1
241070,23,27,109.0,0,1,0,1,1
241071,23,27,785.0,0,0,1,1,0
241072,23,28,68.172,0,0,0,1,0
241073,23,28,0.0,1,0,0,1,1
241074,23,28,83.0,0,1,0,1,1
241075,23,28,926.0,0,0,1,1,0
241076,23,29,69.365,0,0,0,1,0
241077,23,29,0.0,1,0,0,1,1
241078,23,29,108.0,0,1,0,1,1
241079,23,29,782.0,0,0,1,1,0
241080,23,30,67.251,0,0,0,1,0
241081,23,30,0.0,1,0,0,1,1
241082,23,30,85.0,0,1,0,1,1
241083,23,30,670.0,0,0,1,1,0
241084,23,31,76.788,0,0,0,1,0
241085,23,31,0.0,1,0,0,1,1
241086,23,31,110.0,0,1,0,1,1
241087,23,31,712.0,0,0,1,1,0
241088,23,32,70.984,0,0,0,1,0
241089,23,32,0.0,1,0,0,1,1
241090,23,32,92.0,0,1,0,1,1
241091,23,32,1000.0,0,0,1,1,0
241092,23,33,72.628,0,0,0,1,0
241093,23,33,0.0,1,0,0,1,1
241094,23,33,99.0,0,1,0,1,1
241095,23,33,797.0,0,0,1,1,0
241096,23,34,68.205,0,0,0,1,0
241097,23,34,0.0,1,0,0,1,1
241098,23,34,89.0,0,1,0,1,1
241099,23,34,1008.0,0,0,1,1,0
241100,23,35,71.683,0,0,0,1,0
241101,23,35,0.0,1,0,0,1,1
241102,23,35,84.0,0,1,0,1,1
241103,23,35,730.0,0,0,1,1,0
241104,23,36,73.054,0,0,0,1,0
241105,23,36,0.0,1,0,0,1,1
241106,23,36,96.0,0,1,0,1,1
241107,23,36,1027.0,0,0,1,1,0
241108,23,37,73.577,0,0,0,1,0
241109,23,37,0.0,1,0,0,1,1
241110,23,37,100.0,0,1,0,1,1
241111,23,37,884.0,0,0,1,1,0
241112,23,38,71.19,0,0,0,1,0
241113,23,38,0.0,1,0,0,1,1
241114,23,38,86.0,0,1,0,1,1
241115,23,38,1019.0,0,0,1,1,0
241116,23,39,71.863,0,0,0,1,0
241117,23,39,0.0,1,0,0,1,1
241118,23,39,96.0,0,1,0,1,1
241119,23,39,805.0,0,0,1,1,0
241120,23,40,68.681,0,0,0,1,0
241121,23,40,0.0,1,0,0,1,1
241122,23,40,96.0,0,1,0,1,1
241123,23,40,848.0,0,0,1,1,0
241124,23,41,76.083,0,0,0,1,0
241125,23,41,0.0,1,0,0,1,1
241126,23,41,101.0,0,1,0,1,1
241127,23,41,1034.0,0,0,1,1,0
241128,23,42,83.39299999999999,0,0,0,1,0
241129,23,42,0.0,1,0,0,1,1
241130,23,42,108.0,0,1,0,1,1
241131,23,42,871.0,0,0,1,1,0
241132,23,43,71.221,0,0,0,1,0
241133,23,43,0.0,1,0,0,1,1
241134,23,43,92.0,0,1,0,1,1
241135,23,43,655.0,0,0,1,1,0
241136,23,44,74.58,0,0,0,1,0
241137,23,44,0.0,1,0,0,1,1
241138,23,44,88.0,0,1,0,1,1
241139,23,44,1048.0,0,0,1,1,0
241140,23,45,75.536,0,0,0,1,0
241141,23,45,0.0,1,0,0,1,1
241142,23,45,102.0,0,1,0,1,1
241143,23,45,674.0,0,0,1,1,0
241144,23,46,77.703,0,0,0,1,0
241145,23,46,0.0,1,0,0,1,1
241146,23,46,92.0,0,1,0,1,1
241147,23,46,815.0,0,0,1,1,0
241148,23,47,71.49600000000002,0,0,0,1,0
241149,23,47,0.0,1,0,0,1,1
241150,23,47,109.0,0,1,0,1,1
241151,23,47,790.0,0,0,1,1,0
241152,23,48,70.509,0,0,0,1,0
241153,23,48,0.0,1,0,0,1,1
241154,23,48,92.0,0,1,0,1,1
241155,23,48,611.0,0,0,1,1,0
241156,23,49,73.057,0,0,0,1,0
241157,23,49,0.0,1,0,0,1,1
