,id,i,rtt,loss,congestion,noise,changepoint,ddos
106640,10,0,34.261,0,0,0,1,0
106641,10,0,0.0,1,0,0,0,1
106642,10,0,38.0,0,1,0,1,1
106643,10,0,574.0,0,0,1,1,0
106644,10,1,33.794000000000004,0,0,0,1,0
106645,10,1,0.0,1,0,0,0,1
106646,10,1,36.0,0,1,0,1,1
106647,10,1,619.0,0,0,1,1,0
106648,10,2,35.809,0,0,0,1,0
106649,10,2,0.0,1,0,0,0,1
106650,10,2,45.0,0,1,0,1,1
106651,10,2,596.0,0,0,1,1,0
106652,10,3,33.349000000000004,0,0,0,1,0
106653,10,3,0.0,1,0,0,0,1
106654,10,3,38.0,0,1,0,1,1
106655,10,3,769.0,0,0,1,1,0
106656,10,4,41.407,0,1,0,1,1
106657,10,4,0.0,1,0,0,0,1
106658,10,4,43.0,0,1,0,1,1
106659,10,4,728.0,0,0,1,1,0
106660,10,5,35.591,0,0,0,1,0
106661,10,5,0.0,1,0,0,0,1
106662,10,5,40.0,0,1,0,1,1
106663,10,5,753.0,0,0,1,1,0
106664,10,6,30.205,0,0,0,1,0
106665,10,6,0.0,1,0,0,0,1
106666,10,6,53.0,0,1,0,1,1
106667,10,6,699.0,0,0,1,1,0
106668,10,7,33.92,0,0,0,1,0
106669,10,7,0.0,1,0,0,0,1
106670,10,7,47.0,0,1,0,1,1
106671,10,7,717.0,0,0,1,1,0
106672,10,8,35.211,0,0,0,1,0
106673,10,8,0.0,1,0,0,0,1
106674,10,8,43.0,0,1,0,1,1
106675,10,8,683.0,0,0,1,1,0
106676,10,9,31.646,0,0,0,1,0
106677,10,9,0.0,1,0,0,0,1
106678,10,9,38.0,0,1,0,1,1
106679,10,9,657.0,0,0,1,1,0
106680,10,10,30.168000000000006,0,0,0,1,0
106681,10,10,0.0,1,0,0,0,1
106682,10,10,47.0,0,1,0,1,1
106683,10,10,587.0,0,0,1,1,0
106684,10,11,28.924,0,0,0,1,0
106685,10,11,0.0,1,0,0,0,1
106686,10,11,52.0,0,1,0,1,1
106687,10,11,663.0,0,0,1,1,0
106688,10,12,28.52,0,0,0,1,0
106689,10,12,0.0,1,0,0,0,1
106690,10,12,49.0,0,1,0,1,1
106691,10,12,743.0,0,0,1,1,0
106692,10,13,28.427,0,0,0,1,0
106693,10,13,0.0,1,0,0,0,1
106694,10,13,41.0,0,1,0,1,1
106695,10,13,738.0,0,0,1,1,0
106696,10,14,37.61,0,1,0,1,1
106697,10,14,0.0,1,0,0,0,1
106698,10,14,45.0,0,1,0,1,1
106699,10,14,641.0,0,0,1,1,0
106700,10,15,29.074,0,0,0,1,0
106701,10,15,0.0,1,0,0,0,1
106702,10,15,53.0,0,1,0,1,1
106703,10,15,714.0,0,0,1,1,0
106704,10,16,28.619,0,0,0,1,0
106705,10,16,0.0,1,0,0,0,1
106706,10,16,42.0,0,1,0,1,1
106707,10,16,688.0,0,0,1,1,0
106708,10,17,29.113000000000003,0,0,0,1,0
106709,10,17,0.0,1,0,0,0,1
106710,10,17,48.0,0,1,0,1,1
106711,10,17,665.0,0,0,1,1,0
106712,10,18,29.781,0,0,0,1,0
106713,10,18,0.0,1,0,0,0,1
106714,10,18,47.0,0,1,0,1,1
106715,10,18,710.0,0,0,1,1,0
106716,10,19,28.553,0,0,0,1,0
106717,10,19,0.0,1,0,0,0,1
106718,10,19,41.0,0,1,0,1,1
106719,10,19,592.0,0,0,1,1,0
106720,10,20,28.181,0,0,0,1,0
106721,10,20,0.0,1,0,0,0,1
106722,10,20,52.0,0,1,0,1,1
106723,10,20,614.0,0,0,1,1,0
106724,10,21,29.368,0,0,0,1,0
106725,10,21,0.0,1,0,0,0,1
106726,10,21,40.0,0,1,0,1,1
106727,10,21,620.0,0,0,1,1,0
106728,10,22,30.246,0,0,0,1,0
106729,10,22,0.0,1,0,0,0,1
106730,10,22,53.0,0,1,0,1,1
106731,10,22,602.0,0,0,1,1,0
106732,10,23,28.191,0,0,0,1,0
106733,10,23,0.0,1,0,0,0,1
106734,10,23,46.0,0,1,0,1,1
106735,10,23,738.0,0,0,1,1,0
106736,10,24,29.606,0,0,0,1,0
106737,10,24,0.0,1,0,0,0,1
106738,10,24,44.0,0,1,0,1,1
106739,10,24,698.0,0,0,1,1,0
106740,10,25,35.654,0,0,0,1,0
106741,10,25,0.0,1,0,0,0,1
106742,10,25,48.0,0,1,0,1,1
106743,10,25,655.0,0,0,1,1,0
106744,10,26,30.594,0,0,0,1,0
106745,10,26,0.0,1,0,0,0,1
106746,10,26,39.0,0,1,0,1,1
106747,10,26,763.0,0,0,1,1,0
106748,10,27,32.83,0,0,0,1,0
106749,10,27,0.0,1,0,0,0,1
106750,10,27,47.0,0,1,0,1,1
106751,10,27,677.0,0,0,1,1,0
106752,10,28,35.872,0,0,0,1,0
106753,10,28,0.0,1,0,0,0,1
106754,10,28,39.0,0,1,0,1,1
106755,10,28,718.0,0,0,1,1,0
106756,10,29,34.882,0,0,0,1,0
106757,10,29,0.0,1,0,0,0,1
106758,10,29,47.0,0,1,0,1,1
106759,10,29,603.0,0,0,1,1,0
106760,10,30,33.052,0,0,0,1,0
106761,10,30,0.0,1,0,0,0,1
106762,10,30,52.0,0,1,0,1,1
106763,10,30,736.0,0,0,1,1,0
106764,10,31,34.614000000000004,0,0,0,1,0
106765,10,31,0.0,1,0,0,0,1
106766,10,31,45.0,0,1,0,1,1
106767,10,31,591.0,0,0,1,1,0
106768,10,32,36.617,0,0,0,1,0
106769,10,32,0.0,1,0,0,0,1
106770,10,32,52.0,0,1,0,1,1
106771,10,32,625.0,0,0,1,1,0
106772,10,33,42.898,0,1,0,1,1
106773,10,33,0.0,1,0,0,0,1
106774,10,33,37.0,0,1,0,1,1
106775,10,33,597.0,0,0,1,1,0
106776,10,34,34.837,0,0,0,1,0
106777,10,34,0.0,1,0,0,0,1
106778,10,34,38.0,0,1,0,1,1
106779,10,34,669.0,0,0,1,1,0
106780,10,35,33.198,0,0,0,1,0
106781,10,35,0.0,1,0,0,0,1
106782,10,35,42.0,0,1,0,1,1
106783,10,35,714.0,0,0,1,1,0
106784,10,36,31.821,0,0,0,1,0
106785,10,36,0.0,1,0,0,0,1
106786,10,36,52.0,0,1,0,1,1
106787,10,36,680.0,0,0,1,1,0
106788,10,37,32.246,0,0,0,1,0
106789,10,37,0.0,1,0,0,0,1
106790,10,37,43.0,0,1,0,1,1
106791,10,37,723.0,0,0,1,1,0
106792,10,38,33.819,0,0,0,1,0
106793,10,38,0.0,1,0,0,0,1
106794,10,38,52.0,0,1,0,1,1
106795,10,38,601.0,0,0,1,1,0
106796,10,39,32.622,0,0,0,1,0
106797,10,39,0.0,1,0,0,0,1
106798,10,39,45.0,0,1,0,1,1
106799,10,39,729.0,0,0,1,1,0
106800,10,40,30.79,0,0,0,1,0
106801,10,40,0.0,1,0,0,0,1
106802,10,40,53.0,0,1,0,1,1
106803,10,40,610.0,0,0,1,1,0
106804,10,41,44.916,0,1,0,1,1
106805,10,41,0.0,1,0,0,0,1
106806,10,41,42.0,0,1,0,1,1
106807,10,41,742.0,0,0,1,1,0
106808,10,42,30.735,0,0,0,1,0
106809,10,42,0.0,1,0,0,0,1
106810,10,42,47.0,0,1,0,1,1
106811,10,42,704.0,0,0,1,1,0
106812,10,43,29.508000000000006,0,0,0,1,0
106813,10,43,0.0,1,0,0,0,1
106814,10,43,47.0,0,1,0,1,1
106815,10,43,675.0,0,0,1,1,0
106816,10,44,33.928000000000004,0,0,0,1,0
106817,10,44,0.0,1,0,0,0,1
106818,10,44,36.0,0,1,0,1,1
106819,10,44,609.0,0,0,1,1,0
106820,10,45,35.312,0,0,0,1,0
106821,10,45,0.0,1,0,0,0,1
106822,10,45,47.0,0,1,0,1,1
106823,10,45,704.0,0,0,1,1,0
106824,10,46,30.481,0,0,0,1,0
106825,10,46,0.0,1,0,0,0,1
106826,10,46,42.0,0,1,0,1,1
106827,10,46,664.0,0,0,1,1,0
106828,10,47,27.84,0,0,0,1,0
106829,10,47,0.0,1,0,0,0,1
106830,10,47,37.0,0,1,0,1,1
106831,10,47,746.0,0,0,1,1,0
106832,10,48,33.764,0,0,0,1,0
106833,10,48,0.0,1,0,0,0,1
106834,10,48,39.0,0,1,0,1,1
106835,10,48,561.0,0,0,1,1,0
106836,10,49,29.824,0,0,0,1,0
106837,10,49,0.0,1,0,0,0,1
106838,10,49,52.0,0,1,0,1,1
106839,10,49,582.0,0,0,1,1,0
106840,10,50,32.26,0,0,0,1,0
106841,10,50,0.0,1,0,0,0,1
106842,10,50,53.0,0,1,0,1,1
106843,10,50,608.0,0,0,1,1,0
106844,10,51,35.902,0,0,0,1,0
106845,10,51,0.0,1,0,0,0,1
106846,10,51,40.0,0,1,0,1,1
106847,10,51,648.0,0,0,1,1,0
106848,10,52,32.294000000000004,0,0,0,1,0
106849,10,52,0.0,1,0,0,0,1
106850,10,52,41.0,0,1,0,1,1
106851,10,52,705.0,0,0,1,1,0
106852,10,53,34.79,0,0,0,1,0
106853,10,53,0.0,1,0,0,0,1
106854,10,53,51.0,0,1,0,1,1
106855,10,53,658.0,0,0,1,1,0
106856,10,54,31.022,0,0,0,1,0
106857,10,54,0.0,1,0,0,0,1
106858,10,54,50.0,0,1,0,1,1
106859,10,54,593.0,0,0,1,1,0
106860,10,55,30.535,0,0,0,1,0
106861,10,55,0.0,1,0,0,0,1
106862,10,55,47.0,0,1,0,1,1
106863,10,55,617.0,0,0,1,1,0
106864,10,56,31.709,0,0,0,1,0
106865,10,56,0.0,1,0,0,0,1
106866,10,56,49.0,0,1,0,1,1
106867,10,56,567.0,0,0,1,1,0
106868,10,57,30.953000000000007,0,0,0,1,0
106869,10,57,0.0,1,0,0,0,1
106870,10,57,40.0,0,1,0,1,1
106871,10,57,758.0,0,0,1,1,0
106872,10,58,40.614,0,1,0,1,1
106873,10,58,0.0,1,0,0,0,1
106874,10,58,41.0,0,1,0,1,1
106875,10,58,663.0,0,0,1,1,0
106876,10,59,29.057,0,0,0,1,0
106877,10,59,0.0,1,0,0,0,1
106878,10,59,41.0,0,1,0,1,1
106879,10,59,615.0,0,0,1,1,0
106880,10,60,27.695,0,0,0,1,0
106881,10,60,0.0,1,0,0,0,1
106882,10,60,38.0,0,1,0,1,1
106883,10,60,633.0,0,0,1,1,0
106884,10,61,32.038000000000004,0,0,0,1,0
106885,10,61,0.0,1,0,0,0,1
106886,10,61,47.0,0,1,0,1,1
106887,10,61,567.0,0,0,1,1,0
106888,10,62,34.279,0,0,0,1,0
106889,10,62,0.0,1,0,0,0,1
106890,10,62,37.0,0,1,0,1,1
106891,10,62,720.0,0,0,1,1,0
106892,10,63,39.422,0,1,0,1,1
106893,10,63,0.0,1,0,0,0,1
106894,10,63,40.0,0,1,0,1,1
106895,10,63,629.0,0,0,1,1,0
106896,10,64,39.484,0,1,0,1,1
106897,10,64,0.0,1,0,0,0,1
106898,10,64,52.0,0,1,0,1,1
106899,10,64,661.0,0,0,1,1,0
106900,10,65,115.781,0,0,1,1,0
106901,10,65,0.0,1,0,0,1,1
106902,10,65,46.0,0,1,0,1,1
106903,10,65,586.0,0,0,1,1,0
106904,10,66,32.241,0,0,0,1,0
106905,10,66,0.0,1,0,0,0,1
106906,10,66,44.0,0,1,0,1,1
106907,10,66,593.0,0,0,1,1,0
106908,10,67,77.943,0,0,1,1,0
106909,10,67,0.0,1,0,0,1,1
106910,10,67,49.0,0,1,0,1,1
106911,10,67,557.0,0,0,1,1,0
106912,10,68,267.91700000000003,0,0,1,0,0
106913,10,68,0.0,1,0,0,1,1
106914,10,68,46.0,0,1,0,1,1
106915,10,68,762.0,0,0,1,1,0
106916,10,69,31.052,0,0,0,1,0
106917,10,69,0.0,1,0,0,0,1
106918,10,69,43.0,0,1,0,1,1
106919,10,69,702.0,0,0,1,1,0
106920,10,70,37.799,0,1,0,1,1
106921,10,70,0.0,1,0,0,0,1
106922,10,70,36.0,0,1,0,1,1
106923,10,70,680.0,0,0,1,1,0
106924,10,71,32.596,0,0,0,1,0
106925,10,71,0.0,1,0,0,0,1
106926,10,71,53.0,0,1,0,1,1
106927,10,71,680.0,0,0,1,1,0
106928,10,72,34.595,0,0,0,1,0
106929,10,72,0.0,1,0,0,0,1
106930,10,72,40.0,0,1,0,1,1
106931,10,72,743.0,0,0,1,1,0
106932,10,73,34.707,0,0,0,1,0
106933,10,73,0.0,1,0,0,0,1
106934,10,73,43.0,0,1,0,1,1
106935,10,73,708.0,0,0,1,1,0
106936,10,74,33.114000000000004,0,0,0,1,0
106937,10,74,0.0,1,0,0,0,1
106938,10,74,43.0,0,1,0,1,1
106939,10,74,582.0,0,0,1,1,0
106940,10,75,32.028,0,0,0,1,0
106941,10,75,0.0,1,0,0,0,1
106942,10,75,44.0,0,1,0,1,1
106943,10,75,635.0,0,0,1,1,0
106944,10,76,33.322,0,0,0,1,0
106945,10,76,0.0,1,0,0,0,1
106946,10,76,42.0,0,1,0,1,1
106947,10,76,659.0,0,0,1,1,0
106948,10,77,31.726,0,0,0,1,0
106949,10,77,0.0,1,0,0,0,1
106950,10,77,51.0,0,1,0,1,1
106951,10,77,748.0,0,0,1,1,0
106952,10,78,34.593,0,0,0,1,0
106953,10,78,0.0,1,0,0,0,1
106954,10,78,45.0,0,1,0,1,1
106955,10,78,615.0,0,0,1,1,0
106956,10,79,32.931999999999995,0,0,0,1,0
106957,10,79,0.0,1,0,0,0,1
106958,10,79,43.0,0,1,0,1,1
106959,10,79,667.0,0,0,1,1,0
106960,10,80,30.698,0,0,0,1,0
106961,10,80,0.0,1,0,0,0,1
106962,10,80,39.0,0,1,0,1,1
106963,10,80,710.0,0,0,1,1,0
106964,10,81,32.205,0,0,0,1,0
106965,10,81,0.0,1,0,0,0,1
106966,10,81,47.0,0,1,0,1,1
106967,10,81,653.0,0,0,1,1,0
106968,10,82,37.871,0,1,0,1,1
106969,10,82,0.0,1,0,0,0,1
106970,10,82,40.0,0,1,0,1,1
106971,10,82,664.0,0,0,1,1,0
106972,10,83,41.771,0,1,0,1,1
106973,10,83,0.0,1,0,0,0,1
106974,10,83,47.0,0,1,0,1,1
106975,10,83,579.0,0,0,1,1,0
106976,10,84,33.696,0,0,0,1,0
106977,10,84,0.0,1,0,0,0,1
106978,10,84,48.0,0,1,0,1,1
106979,10,84,687.0,0,0,1,1,0
106980,10,85,35.61199999999999,0,0,0,1,0
106981,10,85,0.0,1,0,0,0,1
106982,10,85,52.0,0,1,0,1,1
106983,10,85,701.0,0,0,1,1,0
106984,10,86,30.913,0,0,0,1,0
106985,10,86,0.0,1,0,0,0,1
106986,10,86,45.0,0,1,0,1,1
106987,10,86,663.0,0,0,1,1,0
106988,10,87,31.75,0,0,0,1,0
106989,10,87,0.0,1,0,0,0,1
106990,10,87,50.0,0,1,0,1,1
106991,10,87,627.0,0,0,1,1,0
106992,10,88,33.271,0,0,0,1,0
106993,10,88,0.0,1,0,0,0,1
106994,10,88,41.0,0,1,0,1,1
106995,10,88,649.0,0,0,1,1,0
106996,10,89,28.643,0,0,0,1,0
106997,10,89,0.0,1,0,0,0,1
106998,10,89,37.0,0,1,0,1,1
106999,10,89,755.0,0,0,1,1,0
107000,10,90,29.739,0,0,0,1,0
107001,10,90,0.0,1,0,0,0,1
107002,10,90,40.0,0,1,0,1,1
107003,10,90,644.0,0,0,1,1,0
107004,10,91,29.756,0,0,0,1,0
107005,10,91,0.0,1,0,0,0,1
107006,10,91,44.0,0,1,0,1,1
107007,10,91,700.0,0,0,1,1,0
107008,10,92,28.891,0,0,0,1,0
107009,10,92,0.0,1,0,0,0,1
107010,10,92,44.0,0,1,0,1,1
107011,10,92,697.0,0,0,1,1,0
107012,10,93,32.692,0,0,0,1,0
107013,10,93,0.0,1,0,0,0,1
107014,10,93,39.0,0,1,0,1,1
107015,10,93,617.0,0,0,1,1,0
107016,10,94,32.366,0,0,0,1,0
107017,10,94,0.0,1,0,0,0,1
107018,10,94,40.0,0,1,0,1,1
107019,10,94,699.0,0,0,1,1,0
107020,10,95,32.577,0,0,0,1,0
107021,10,95,0.0,1,0,0,0,1
107022,10,95,43.0,0,1,0,1,1
107023,10,95,694.0,0,0,1,1,0
107024,10,96,31.628,0,0,0,1,0
107025,10,96,0.0,1,0,0,0,1
107026,10,96,44.0,0,1,0,1,1
107027,10,96,627.0,0,0,1,1,0
107028,10,97,30.274,0,0,0,1,0
107029,10,97,0.0,1,0,0,0,1
107030,10,97,39.0,0,1,0,1,1
107031,10,97,700.0,0,0,1,1,0
107032,10,98,30.783,0,0,0,1,0
107033,10,98,0.0,1,0,0,0,1
107034,10,98,39.0,0,1,0,1,1
107035,10,98,646.0,0,0,1,1,0
107036,10,99,29.02,0,0,0,1,0
107037,10,99,0.0,1,0,0,0,1
107038,10,99,48.0,0,1,0,1,1
107039,10,99,576.0,0,0,1,1,0
107040,10,100,28.294,0,0,0,1,0
107041,10,100,0.0,1,0,0,0,1
107042,10,100,52.0,0,1,0,1,1
107043,10,100,564.0,0,0,1,1,0
107044,10,101,33.525,0,0,0,1,0
107045,10,101,0.0,1,0,0,0,1
107046,10,101,37.0,0,1,0,1,1
107047,10,101,686.0,0,0,1,1,0
107048,10,102,35.545,0,0,0,1,0
107049,10,102,0.0,1,0,0,0,1
107050,10,102,48.0,0,1,0,1,1
107051,10,102,639.0,0,0,1,1,0
107052,10,103,28.495,0,0,0,1,0
107053,10,103,0.0,1,0,0,0,1
107054,10,103,38.0,0,1,0,1,1
107055,10,103,636.0,0,0,1,1,0
107056,10,104,28.286,0,0,0,1,0
107057,10,104,0.0,1,0,0,0,1
107058,10,104,51.0,0,1,0,1,1
107059,10,104,648.0,0,0,1,1,0
107060,10,105,38.004,0,1,0,1,1
107061,10,105,0.0,1,0,0,0,1
107062,10,105,51.0,0,1,0,1,1
107063,10,105,707.0,0,0,1,1,0
107064,10,106,27.918000000000006,0,0,0,1,0
107065,10,106,0.0,1,0,0,0,1
107066,10,106,38.0,0,1,0,1,1
107067,10,106,675.0,0,0,1,1,0
107068,10,107,34.326,0,0,0,1,0
107069,10,107,0.0,1,0,0,0,1
107070,10,107,44.0,0,1,0,1,1
107071,10,107,732.0,0,0,1,1,0
107072,10,108,28.224,0,0,0,1,0
107073,10,108,0.0,1,0,0,0,1
107074,10,108,36.0,0,1,0,1,1
107075,10,108,759.0,0,0,1,1,0
107076,10,109,32.082,0,0,0,1,0
107077,10,109,0.0,1,0,0,0,1
107078,10,109,46.0,0,1,0,1,1
107079,10,109,603.0,0,0,1,1,0
107080,10,110,28.728,0,0,0,1,0
107081,10,110,0.0,1,0,0,0,1
107082,10,110,42.0,0,1,0,1,1
107083,10,110,591.0,0,0,1,1,0
107084,10,111,45.243,0,1,0,1,1
107085,10,111,0.0,1,0,0,0,1
107086,10,111,47.0,0,1,0,1,1
107087,10,111,642.0,0,0,1,1,0
107088,10,112,32.409,0,0,0,1,0
107089,10,112,0.0,1,0,0,0,1
